19125,1,-53.04,1.003,99.624,29.12,0.000000,0.000000
19625,1,-52.61,0.883,99.619,29.10,0.000000,0.000000
20127,1,-52.95,0.999,99.623,29.13,0.000000,0.000000
20629,1,-53.04,0.987,99.624,29.13,0.000000,0.000000
21130,1,-53.04,1.009,99.624,29.14,0.000000,0.000000
21632,1,-52.95,0.971,99.623,29.14,0.000000,0.000000
22134,1,-53.12,1.016,99.625,29.14,0.000000,0.000000
22635,1,-52.95,1.022,99.623,29.14,0.000000,0.000000
23136,1,-53.04,1.012,99.624,29.14,0.000000,0.000000
23637,1,-52.87,0.973,99.622,29.15,0.000000,0.000000
24138,1,-52.87,1.001,99.622,29.14,0.000000,0.000000
24640,1,-53.04,1.021,99.624,29.15,0.000000,0.000000
25141,1,-53.04,1.014,99.624,29.15,0.000000,0.000000
25643,1,-53.38,1.008,99.628,29.16,0.000000,0.000000
26143,1,-53.21,1.008,99.626,29.16,0.000000,0.000000
26644,1,-53.04,0.943,99.624,29.16,0.000000,0.000000
27145,1,-53.38,1.016,99.628,29.17,0.000000,0.000000
27647,1,-53.21,0.775,99.626,29.16,0.000000,0.000000
28149,1,-53.12,1.004,99.625,29.17,0.000000,0.000000
28650,1,-53.21,0.993,99.626,29.19,-28.130848,149.702042
29152,1,-52.78,0.998,99.621,29.18,-28.130848,149.702042
29653,1,-53.21,0.955,99.626,29.18,-28.130848,149.702042
30154,1,-52.87,1.011,99.622,29.18,-28.130848,149.702042
30655,1,-53.21,1.007,99.626,29.19,-28.130848,149.702042
31158,1,-53.04,1.015,99.624,29.19,-28.130848,149.702042
31660,1,-53.12,1.030,99.625,29.19,-28.130848,149.702042
32162,1,-52.87,1.005,99.622,29.20,-28.130846,149.702042
32663,1,-52.95,0.994,99.623,29.19,-28.130846,149.702042
33165,1,-52.87,1.004,99.622,29.20,-28.130844,149.702042
33666,1,-53.29,1.005,99.627,29.21,-28.130844,149.702042
34167,1,-52.95,0.986,99.623,29.21,-28.130844,149.702042
34669,1,-52.87,0.985,99.622,29.22,-28.130844,149.702042
35171,1,-52.7,1.000,99.620,29.22,-28.130844,149.702042
35672,1,-52.78,0.974,99.621,29.22,-28.130844,149.702042
36173,1,-52.53,0.997,99.618,29.22,-28.130844,149.702042
36674,1,-52.95,1.006,99.623,29.22,-28.130844,149.702042
37175,1,-52.78,1.011,99.621,29.23,-28.130844,149.702042
37676,1,-52.95,1.023,99.623,29.23,-28.130844,149.702042
38178,1,-52.95,1.002,99.623,29.23,-28.130848,149.702042
38680,1,-52.78,1.013,99.621,29.24,-28.130848,149.702042
39182,1,-52.61,0.987,99.619,29.23,-28.130848,149.702042
39683,1,-52.61,0.996,99.619,29.23,-28.130848,149.702042
40184,1,-52.95,1.026,99.623,29.25,-28.130848,149.702042
40685,1,-53.04,0.980,99.624,29.25,-28.130848,149.702042
41186,1,-52.95,1.015,99.623,29.25,-28.130848,149.702042
41687,1,-52.95,1.007,99.623,29.25,-28.130848,149.702042
42189,1,-53.04,1.011,99.624,29.26,-28.130850,149.702042
42689,1,-52.95,0.946,99.623,29.26,-28.130850,149.702042
43190,1,-53.12,1.010,99.625,29.26,-28.130850,149.702042
43691,1,-53.04,0.913,99.624,29.27,-28.130850,149.702042
44193,1,-53.38,1.010,99.628,29.27,-28.130850,149.702042
44693,1,-53.29,0.927,99.627,29.28,-28.130850,149.702042
45194,1,-53.12,0.996,99.625,29.28,-28.130850,149.702042
45696,1,-53.12,0.830,99.625,29.28,-28.130850,149.702042
46197,1,-52.87,1.012,99.622,29.28,-28.130848,149.702042
46698,1,-53.04,1.020,99.624,29.29,-28.130848,149.702042
47200,1,-53.04,1.015,99.624,29.29,-28.130848,149.702042
47700,1,-52.78,0.984,99.621,29.28,-28.130848,149.702042
48203,1,-53.04,1.011,99.624,29.29,-28.130848,149.702042
48705,1,-53.38,1.007,99.628,29.31,-28.130848,149.702042
49207,1,-53.12,1.012,99.625,29.31,-28.130848,149.702042
49709,1,-52.78,1.005,99.621,29.28,-28.130848,149.702042
50210,1,-52.87,1.008,99.622,29.31,-28.130848,149.702042
50712,1,-52.7,1.012,99.620,29.31,-28.130848,149.702042
51214,1,-52.78,1.013,99.621,29.32,-28.130848,149.702042
51716,1,-52.7,0.999,99.620,29.31,-28.130848,149.702042
52218,1,-52.95,1.001,99.623,29.33,-28.130848,149.702042
52719,1,-53.46,0.999,99.629,29.35,-28.130848,149.702042
53220,1,-53.04,1.013,99.624,29.34,-28.130848,149.702042
53723,1,-53.04,1.037,99.624,29.34,-28.130848,149.702042
54224,1,-53.21,1.007,99.626,29.35,-28.130848,149.702042
54726,1,-52.7,1.000,99.620,29.33,-28.130848,149.702042
55227,1,-52.78,1.021,99.621,29.35,-28.130848,149.702042
55728,1,-52.87,1.029,99.622,29.34,-28.130848,149.702042
56229,1,-52.44,1.008,99.617,29.36,-28.130848,149.702042
56730,1,-53.38,0.981,99.628,29.38,-28.130848,149.702042
57231,1,-52.61,0.997,99.619,29.37,-28.130848,149.702042
57732,1,-52.53,1.024,99.618,29.38,-28.130848,149.702042
58234,1,-52.44,1.057,99.617,29.38,-28.130848,149.702042
58735,1,-52.78,1.002,99.621,29.40,-28.130848,149.702042
59236,1,-52.53,1.018,99.618,29.38,-28.130848,149.702042
59737,1,-53.04,1.004,99.624,29.41,-28.130848,149.702042
60238,1,-52.87,1.017,99.622,29.40,-28.130852,149.702042
60739,1,-52.61,1.004,99.619,29.40,-28.130852,149.702042
61240,1,-53.12,1.010,99.625,29.41,-28.130852,149.702042
61742,1,-53.29,1.037,99.627,29.42,-28.130852,149.702042
62245,1,-52.95,1.010,99.623,29.42,-28.130852,149.702042
62746,1,-53.29,0.936,99.627,29.42,-28.130852,149.702042
63248,1,-53.12,1.011,99.625,29.43,-28.130854,149.702042
63749,1,-52.95,1.057,99.623,29.43,-28.130854,149.702042
64250,1,-53.63,1.009,99.631,29.45,-28.130856,149.702042
64751,1,-53.21,0.929,99.626,29.44,-28.130856,149.702042
65253,1,-53.21,1.011,99.626,29.45,-28.130856,149.702042
65755,1,-53.29,1.006,99.627,29.46,-28.130856,149.702042
66256,1,-52.61,1.009,99.619,29.45,-28.130856,149.702042
66758,1,-52.95,1.080,99.623,29.46,-28.130856,149.702042
67259,1,-52.95,1.009,99.623,29.46,-28.130856,149.702042
67760,1,-52.78,1.012,99.621,29.46,-28.130856,149.702042
68262,1,-53.04,1.008,99.624,29.47,-28.130856,149.702042
68763,1,-52.78,0.996,99.621,29.48,-28.130856,149.702042
69265,1,-52.95,1.009,99.623,29.48,-28.130856,149.702042
69766,1,-52.95,0.999,99.623,29.49,-28.130856,149.702042
70267,1,-52.7,1.009,99.620,29.49,-28.130854,149.702042
